Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sonnenblumentraum-gesteppter-waeschekorb,,,,,,,,,Mittel,,,,,,,,QLB-L,0.0,,0,continue,manual,49.95,155.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Sunflower_Dream_Quilted_Laundry_Basket_NCU0NTD015_1.jpg?v=1787061751,2,,,,,,,,,,,,,,,,,,,,,,kg,,,
sonnenblumentraum-gesteppter-waeschekorb,,,,,,,,,Groß,,,,,,,,QLB-XL,0.0,,0,continue,manual,54.95,169.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Sunflower_Dream_Quilted_Laundry_Basket_NCU0NTD015_3.jpg?v=1787061751,3,,,,,,,,,,,,,,,,,,,,,,kg,,,
waeschekorb-baerenspuren-handgefertigt,ZZZLOESCHEN Wäschekorb Bärenspuren | Handgefertigter Wäschekorb,"<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Suchst du einen Wäschekorb, der schön und praktisch zugleich ist?</strong></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Dieser gesteppte Wäschekorb bringt einen warmen, gemütlichen Akzent in deinen Alltag. Ob du das Schlafzimmer aufräumst oder das Badezimmer ordentlich hältst – dieser Korb macht alles mit, mit Charme und eingebautem Komfort.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>PRODUKTDETAILS</strong></p>
<p><strong>Hochwertiges Material:</strong> Gefertigt aus einer hochwertigen Baumwoll-Polyester-Mischung mit robusten Canvas-Griffen. Weich und dennoch formstabil – unempfindlich gegen Verschüttetes und für den täglichen Gebrauch gemacht.</p>
<p><strong>Freistehende Konstruktion:</strong> Behält seine Form und steht auch im leeren Zustand von allein aufrecht.</p>
<p><strong>Verfügbare Größen:</strong></p>
<p><strong>Klein</strong> (14"" x 18"" | ca. 36 x 46 cm) Perfekt für Badezimmer oder Kinderzimmer</p>
<p><strong>Mittel</strong> (16"" x 22"" | ca. 41 x 56 cm) Ideal für Schlafzimmer oder Waschküche</p>
<p><strong>Groß</strong> (20"" x 28"" | ca. 51 x 71 cm) Ideal für die Wäsche der ganzen Familie oder zur Aufbewahrung von Bettwäsche</p>
<p><strong>Pflegeleicht:</strong> Lässt sich einfach abwischen und bei Bedarf in der Maschine waschen. Leicht und faltbar für eine platzsparende Aufbewahrung.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Alle Produkte werden mit Liebe auf Bestellung gefertigt. Bitte beachte: Leichte Abweichungen in Farbe, Muster und Maßen (1–3"" bzw. ca. 2,5–7,5 cm) sind aufgrund der handgefertigten Herstellung möglich.</p>",Emma Frankfurt,,Gesteppter Wäschekorb,"Animal, ARND098, Bear, Forest, Nocustom, Quilted Laundry Basket, Woodland",true,Größe,Klein,,,,,,,,QLB-M,0.0,,0,continue,manual,44.95,139.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Bear_Tracks_Tale_Quilted_Laundry_Basket_NCU0NNT1211_173fbb75-0249-4464-9aec-24954535817b.jpg?v=1787061749,1,,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Bear_Tracks_Tale_Quilted_Laundry_Basket_NCU0NNT1211_173fbb75-0249-4464-9aec-24954535817b.jpg?v=1787061749,kg,,,active
waeschekorb-baerenspuren-handgefertigt,,,,,,,,,Mittel,,,,,,,,QLB-L,0.0,,0,continue,manual,49.95,155.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Bear_Tracks_Tale_Quilted_Laundry_Basket_NCU0NNT1211_173fbb75-0249-4464-9aec-24954535817b.jpg?v=1787061749,kg,,,
waeschekorb-baerenspuren-handgefertigt,,,,,,,,,Groß,,,,,,,,QLB-XL,0.0,,0,continue,manual,54.95,169.99,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Bear_Tracks_Tale_Quilted_Laundry_Basket_NCU0NNT1211_173fbb75-0249-4464-9aec-24954535817b.jpg?v=1787061749,kg,,,
gemuetlicher-waeschekorb-handgefertigt-ol,ZZZLOESCHEN Gemütlicher Wäschekorb | Handgefertigter Wäschekorb,"<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Suchst du einen Wäschekorb, der schön und praktisch zugleich ist?</strong></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Dieser gesteppte Wäschekorb bringt einen warmen, gemütlichen Akzent in deinen Alltag. Ob du das Schlafzimmer aufräumst oder das Badezimmer ordentlich hältst – dieser Korb macht alles mit, mit Charme und eingebautem Komfort.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>PRODUKTDETAILS</strong></p>
<p><strong>Hochwertiges Material:</strong> Gefertigt aus einer hochwertigen Baumwoll-Polyester-Mischung mit robusten Canvas-Griffen. Weich und dennoch formstabil – unempfindlich gegen Verschüttetes und für den täglichen Gebrauch gemacht.</p>
<p><strong>Freistehende Konstruktion:</strong> Behält seine Form und steht auch im leeren Zustand von allein aufrecht.</p>
<p><strong>Verfügbare Größen:</strong></p>
<p><strong>Klein</strong> (14"" x 18"" | ca. 36 x 46 cm) Perfekt für Badezimmer oder Kinderzimmer</p>
<p><strong>Mittel</strong> (16"" x 22"" | ca. 41 x 56 cm) Ideal für Schlafzimmer oder Waschküche</p>
<p><strong>Groß</strong> (20"" x 28"" | ca. 51 x 71 cm) Ideal für die Wäsche der ganzen Familie oder zur Aufbewahrung von Bettwäsche</p>
<p><strong>Pflegeleicht:</strong> Lässt sich einfach abwischen und bei Bedarf in der Maschine waschen. Leicht und faltbar für eine platzsparende Aufbewahrung.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Alle Produkte werden mit Liebe auf Bestellung gefertigt. Bitte beachte: Leichte Abweichungen in Farbe, Muster und Maßen (1–3"" bzw. ca. 2,5–7,5 cm) sind aufgrund der handgefertigten Herstellung möglich.</p>",Emma Frankfurt,,Gesteppter Wäschekorb,"Animal, ARND006, Cat, Cat Lover, Nocustom, Quilted Laundry Basket",true,Größe,Klein,,,,,,,,QLB-M,0.0,,0,continue,manual,44.95,139.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Cozy_Cat_Quilted_Laundry_Basket_NCU0TH3104_6d38fa43-e7cb-42a1-9af9-6b24bf3e019f.jpg?v=1787061750,1,,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Cozy_Cat_Quilted_Laundry_Basket_NCU0TH3104_6d38fa43-e7cb-42a1-9af9-6b24bf3e019f.jpg?v=1787061750,kg,,,active
gemuetlicher-waeschekorb-handgefertigt-ol,,,,,,,,,Mittel,,,,,,,,QLB-L,0.0,,0,continue,manual,49.95,155.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Cozy_Cat_Quilted_Laundry_Basket_NCU0TH3104_6d38fa43-e7cb-42a1-9af9-6b24bf3e019f.jpg?v=1787061750,kg,,,
gemuetlicher-waeschekorb-handgefertigt-ol,,,,,,,,,Groß,,,,,,,,QLB-XL,0.0,,0,continue,manual,54.95,169.99,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Cozy_Cat_Quilted_Laundry_Basket_NCU0TH3104_6d38fa43-e7cb-42a1-9af9-6b24bf3e019f.jpg?v=1787061750,kg,,,
literarischer-garten-handgefertigter-waeschekorb,ZZZLOESCHEN Literarischer Garten | Handgefertigter Wäschekorb,"<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>Suchst du einen Wäschekorb, der schön und praktisch zugleich ist?</strong></p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Dieser gesteppte Wäschekorb bringt einen warmen, gemütlichen Akzent in deinen Alltag. Ob du das Schlafzimmer aufräumst oder das Badezimmer ordentlich hältst – dieser Korb macht alles mit, mit Charme und eingebautem Komfort.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]""><strong>PRODUKTDETAILS</strong></p>
<p><strong>Hochwertiges Material:</strong> Gefertigt aus einer hochwertigen Baumwoll-Polyester-Mischung mit robusten Canvas-Griffen. Weich und dennoch formstabil – unempfindlich gegen Verschüttetes und für den täglichen Gebrauch gemacht.</p>
<p><strong>Freistehende Konstruktion:</strong> Behält seine Form und steht auch im leeren Zustand von allein aufrecht.</p>
<p><strong>Verfügbare Größen:</strong></p>
<p><strong>Klein</strong> (14"" x 18"" | ca. 36 x 46 cm) Perfekt für Badezimmer oder Kinderzimmer</p>
<p><strong>Mittel</strong> (16"" x 22"" | ca. 41 x 56 cm) Ideal für Schlafzimmer oder Waschküche</p>
<p><strong>Groß</strong> (20"" x 28"" | ca. 51 x 71 cm) Ideal für die Wäsche der ganzen Familie oder zur Aufbewahrung von Bettwäsche</p>
<p><strong>Pflegeleicht:</strong> Lässt sich einfach abwischen und bei Bedarf in der Maschine waschen. Leicht und faltbar für eine platzsparende Aufbewahrung.</p>
<p class=""font-claude-response-body break-words whitespace-normal leading-[1.7]"">Alle Produkte werden mit Liebe auf Bestellung gefertigt. Bitte beachte: Leichte Abweichungen in Farbe, Muster und Maßen (1–3"" bzw. ca. 2,5–7,5 cm) sind aufgrund der handgefertigten Herstellung möglich.</p>",Emma Frankfurt,,Gesteppter Wäschekorb,"ARND036, Bloom, Book, Bookself, Flower, Nocustom, Quilted Laundry Basket, Reading",true,Größe,Klein,,Design,Gesteppter Wäschekorb Literarischer Garten,,,,,QLB-M,0.0,,0,continue,manual,44.95,139.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Bookish_Garden_Quilted_Laundry_Basket_NCU0PVL459_276b0d22-464f-4f67-b133-2bf3f4ae29ab.jpg?v=1787061749,1,,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Bookish_Garden_Quilted_Laundry_Basket_NCU0PVL459_276b0d22-464f-4f67-b133-2bf3f4ae29ab.jpg?v=1787061749,kg,,,active
literarischer-garten-handgefertigter-waeschekorb,,,,,,,,,Klein,,,Gesteppter Wäschekorb Geschichtenblüten,,,,,QLB-M,0.0,,0,continue,manual,44.95,139.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Story_Blossoms_Quilted_Laundry_Basket_NCU0PVL460_ad816505-e3db-4f05-9bf8-2ceced2f896b.jpg?v=1787061749,2,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Story_Blossoms_Quilted_Laundry_Basket_NCU0PVL460_ad816505-e3db-4f05-9bf8-2ceced2f896b.jpg?v=1787061749,kg,,,
literarischer-garten-handgefertigter-waeschekorb,,,,,,,,,Klein,,,Gesteppter Wäschekorb Blütenchronik,,,,,QLB-M,0.0,,0,continue,manual,44.95,139.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Blossom_Chronicle_Quilted_Laundry_Basket_NCU0PVL461_89b3376d-b1c2-4078-b963-8a3a4f046032.jpg?v=1787061749,3,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Blossom_Chronicle_Quilted_Laundry_Basket_NCU0PVL461_89b3376d-b1c2-4078-b963-8a3a4f046032.jpg?v=1787061749,kg,,,
literarischer-garten-handgefertigter-waeschekorb,,,,,,,,,Klein,,,Gesteppter Wäschekorb Blühende Bibliothek,,,,,QLB-M,0.0,,0,continue,manual,44.95,139.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Bloom_Library_Quilted_Laundry_Basket_NCU0PVL456_42d033e9-1033-4127-958c-2d773d466f62.jpg?v=1787061749,4,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1059/9569/8513/files/Bloom_Library_Quilted_Laundry_Basket_NCU0PVL456_42d033e9-1033-4127-958c-2d773d466f62.jpg?v=1787061749,kg,,,
